energy_per_nucleon_mev,range_micron,A,Z,Z_material,A_material
15.0,495.15021459227466,12,6,14,28
20.0,813.2188841201715,12,6,14,28
25.0,1200.6437768240344,12,6,14,28
30.0,1654.1630901287554,12,6,14,28
35.0,2171.2017167381973,12,6,14,28
40.0,2749.3562231759656,12,6,14,28
45.0,3386.695278969957,12,6,14,28
50.0,4081.115879828326,12,6,14,28
55.0,4830.901287553647,12,6,14,28
60.0,5635.19313304721,12,6,14,28
65.0,6493.562231759656,12,6,14,28
70.0,7399.1416309012875,12,6,14,28
80.0,9364.80686695279,12,6,14,28
90.0,11523.605150214591,12,6,14,28
100.0,14248.927038626609,12,6,14,28
150.0,28098.71244635193,12,6,14,28
200.0,46085.83690987124,12,6,14,28
250.0,67257.51072961373,12,6,14,28
300.0,91034.3347639485,12,6,14,28
350.0,117060.08583690987,12,6,14,28
400.0,145072.96137339054,12,6,14,28
450.0,174815.45064377683,12,6,14,28
500.0,206090.1287553648,12,6,14,28
2.5,29.399141630901283,14,7,14,28
3.0,37.02575107296138,14,7,14,28
3.5,45.3862660944206,14,7,14,28
4.0,54.48068669527897,14,7,14,28
4.5,64.30472103004291,14,7,14,28
5.0,74.84978540772532,14,7,14,28
5.5,86.09442060085836,14,7,14,28
6.0,98.11158798283262,14,7,14,28
6.5,110.7725321888412,14,7,14,28
7.0,124.16309012875536,14,7,14,28
8.0,153.00429184549355,14,7,14,28
9.0,184.6351931330472,14,7,14,28
10.0,218.92703862660943,14,7,14,28
11.0,255.87982832618025,14,7,14,28
12.0,295.45064377682405,14,7,14,28
15.0,429.61373390557935,14,7,14,28
20.0,702.7896995708154,14,7,14,28
25.0,1035.1931330472103,14,7,14,28
30.0,1424.2060085836908,14,7,14,28
35.0,1867.5536480686694,14,7,14,28
40.0,2363.0901287553647,14,7,14,28
45.0,2909.4420600858366,14,7,14,28
50.0,3504.7210300429183,14,7,14,28
55.0,4147.63948497854,14,7,14,28
60.0,4836.909871244635,14,7,14,28
65.0,5570.815450643777,14,7,14,28
70.0,6347.63948497854,14,7,14,28
80.0,8034.334763948497,14,7,14,28
90.0,9884.12017167382,14,7,14,28
100.0,11888.412017167382,14,7,14,28
150.0,24090.128755364807,14,7,14,28
200.0,39510.7296137339,14,7,14,28
250.0,57656.65236051502,14,7,14,28
300.0,78038.62660944206,14,7,14,28
350.0,100351.9313304721,14,7,14,28
400.0,124356.22317596566,14,7,14,28
450.0,149849.7854077253,14,7,14,28
500.0,179085.83690987123,14,7,14,28
2.5,27.682403433476395,16,8,14,28
3.0,34.60944206008583,16,8,14,28
3.5,42.1587982832618,16,8,14,28
4.0,50.33476394849785,16,8,14,28
4.5,59.133047210300425,16,8,14,28
5.0,68.54077253218884,16,8,14,28
5.5,78.58369098712446,16,8,14,28
6.0,89.27038626609442,16,8,14,28
6.5,100.60085836909872,16,8,14,28
7.0,112.40343347639485,16,8,14,28
8.0,137.93991416309012,16,8,14,28
9.0,165.83690987124461,16,8,14,28
10.0,196.09442060085834,16,8,14,28
11.0,228.6695278969957,16,8,14,28
12.0,263.4763948497854,16,8,14,28
15.0,381.41630901287556,16,8,14,28
20.0,621.1158798283261,16,8,14,28
25.0,912.4463519313304,16,8,14,28
30.0,1253.175965665236,16,8,14,28
35.0,1641.3733905579397,16,8,14,28
40.0,2075.107296137339,16,8,14,28
45.0,2553.6480686695277,16,8,14,28
50.0,3074.6781115879826,16,8,14,28
55.0,3637.339055793991,16,8,14,28
60.0,4240.343347639485,16,8,14,28
65.0,4884.12017167382,16,8,14,28
70.0,5562.231759656652,16,8,14,28
80.0,7038.62660944206,16,8,14,28
90.0,8656.652360515021,16,8,14,28
100.0,10412.017167381973,16,8,14,28
150.0,21090.128755364807,16,8,14,28
200.0,35386.2660944206,16,8,14,28
250.0,51454.93562231759,16,8,14,28
300.0,68291.84549356223,16,8,14,28
350.0,87815.45064377681,16,8,14,28
400.0,108819.74248927039,16,8,14,28
450.0,131124.46351931329,16,8,14,28
500.0,154583.69098712446,16,8,14,28
2.5,28.19742489270386,19,9,14,28
3.0,34.952789699570815,19,9,14,28
3.5,42.27467811158798,19,9,14,28
4.0,50.17167381974249,19,9,14,28
4.5,58.64377682403433,19,9,14,28
5.0,67.6824034334764,19,9,14,28
5.5,77.29613733905579,19,9,14,28
6.0,87.46781115879827,19,9,14,28
6.5,98.24034334763948,19,9,14,28
7.0,109.52789699570815,19,9,14,28
8.0,133.81974248927037,19,9,14,28
9.0,160.30042918454936,19,9,14,28
10.0,188.96995708154506,19,9,14,28
11.0,219.74248927038627,19,9,14,28
12.0,252.7038626609442,19,9,14,28
15.0,363.94849785407723,19,9,14,28
20.0,589.656652360515,19,9,14,28
25.0,863.6051502145922,19,9,14,28
30.0,1183.7768240343346,19,9,14,28
35.0,1548.3690987124462,19,9,14,28
40.0,1955.793991416309,19,9,14,28
45.0,2404.7210300429183,19,9,14,28
50.0,2893.5622317596567,19,9,14,28
55.0,3421.888412017167,19,9,14,28
60.0,3987.982832618026,19,9,14,28
65.0,4590.98712446352,19,9,14,28
70.0,5230.042918454935,19,9,14,28
80.0,6609.442060085837,19,9,14,28
90.0,8131.330472103004,19,9,14,28
100.0,9563.948497854077,19,9,14,28
150.0,19798.283261802575,19,9,14,28
200.0,32454.935622317596,19,9,14,28
250.0,47351.9313304721,19,9,14,28
300.0,64085.83690987124,19,9,14,28
350.0,82403.43347639484,19,9,14,28
400.0,102111.58798283261,19,9,14,28
450.0,114459.22746781116,19,9,14,28
500.0,145051.50214592274,19,9,14,28
2.5,26.13733905579399,20,10,14,28
3.0,32.128755364806864,20,10,14,28
3.5,38.587982832618025,20,10,14,28
4.0,45.527896995708154,20,10,14,28
4.5,52.94420600858369,20,10,14,28
5.0,60.858369098712444,20,10,14,28
5.5,69.22746781115879,20,10,14,28
6.0,78.068669527897,20,10,14,28
6.5,87.38197424892704,20,10,14,28
7.0,97.21030042918454,20,10,14,28
8.0,118.19742489270385,20,10,14,28
9.0,141.07296137339054,20,10,14,28
10.0,165.793991416309,20,10,14,28
11.0,192.27467811158797,20,10,14,28
12.0,220.6008583690987,20,10,14,28
15.0,316.09442060085837,20,10,14,28
20.0,509.3562231759657,20,10,14,28
25.0,743.6051502145922,20,10,14,28
30.0,1017.1244635193133,20,10,14,28
35.0,1328.412017167382,20,10,14,28
40.0,1675.9656652360513,20,10,14,28
45.0,2059.227467811159,20,10,14,28
50.0,2476.3948497854076,20,10,14,28
55.0,2926.6094420600857,20,10,14,28
60.0,3409.4420600858366,20,10,14,28
65.0,3924.034334763948,20,10,14,28
70.0,4469.098712446352,20,10,14,28
80.0,5648.497854077253,20,10,14,28
90.0,6943.347639484978,20,10,14,28
100.0,8347.639484978541,20,10,14,28
150.0,16888.412017167382,20,10,14,28
200.0,27682.403433476393,20,10,14,28
250.0,40386.2660944206,20,10,14,28
300.0,54652.36051502146,20,10,14,28
350.0,70270.38626609441,20,10,14,28
400.0,87072.96137339056,20,10,14,28
450.0,104918.45493562231,20,10,14,28
500.0,123686.69527896996,20,10,14,28
2.5,26.952789699570815,23,11,14,28
3.0,32.87553648068669,23,11,14,28
3.5,39.23175965665236,23,11,14,28
4.0,46.0343347639485,23,11,14,28
4.5,53.27896995708154,23,11,14,28
5.0,60.987124463519315,23,11,14,28
5.5,69.09871244635194,23,11,14,28
6.0,77.72532188841201,23,11,14,28
6.5,86.7381974248927,23,11,14,28
7.0,96.22317596566523,23,11,14,28
8.0,116.52360515021458,23,11,14,28
9.0,138.54077253218884,23,11,14,28
10.0,162.27467811158797,23,11,14,28
11.0,187.76824034334763,23,11,14,28
12.0,214.89270386266094,23,11,14,28
15.0,306.35193133047204,23,11,14,28
20.0,490.9871244635193,23,11,14,28
25.0,714.3347639484978,23,11,14,28
30.0,974.8927038626609,23,11,14,28
35.0,1271.244635193133,23,11,14,28
40.0,1602.145922746781,23,11,14,28
45.0,1966.5236051502145,23,11,14,28
50.0,2363.519313304721,23,11,14,28
55.0,2791.8454935622317,23,11,14,28
60.0,3250.643776824034,23,11,14,28
65.0,3739.9141630901286,23,11,14,28
70.0,4257.93991416309,23,11,14,28
80.0,5379.399141630902,23,11,14,28
90.0,6609.871244635192,23,11,14,28
100.0,7945.064377682404,23,11,14,28
150.0,16064.377682403432,23,11,14,28
200.0,26321.888412017164,23,11,14,28
250.0,38394.84978540772,23,11,14,28
300.0,51944.206008583686,23,11,14,28
350.0,66798.28326180257,23,11,14,28
400.0,82768.24034334763,23,11,14,28
450.0,99729.61373390557,23,11,14,28
500.0,117562.23175965664,23,11,14,28
2.5,25.36480686695279,24,12,14,28
3.0,30.763948497854077,24,12,14,28
3.5,36.53648068669528,24,12,14,28
4.0,42.68669527896996,24,12,14,28
4.5,49.21888412017167,24,12,14,28
5.0,56.13733905579399,24,12,14,28
5.5,63.43347639484978,24,12,14,28
6.0,71.15879828326179,24,12,14,28
6.5,79.2274678111588,24,12,14,28
7.0,87.6824034334764,24,12,14,28
8.0,105.75107296137338,24,12,14,28
9.0,125.36480686695279,24,12,14,28
10.0,146.43776824034333,24,12,14,28
11.0,169.0128755364807,24,12,14,28
12.0,193.09012875536482,24,12,14,28
15.0,273.90557939914163,24,12,14,28
20.0,436.7381974248927,24,12,14,28
25.0,633.3476394849785,24,12,14,28
30.0,862.4463519313304,24,12,14,28
35.0,1122.7896995708154,24,12,14,28
40.0,1413.3047210300429,24,12,14,28
45.0,1733.0472103004292,24,12,14,28
50.0,2081.545064377682,24,12,14,28
55.0,2457.510729613734,24,12,14,28
60.0,2860.085836909871,24,12,14,28
65.0,3289.270386266094,24,12,14,28
70.0,3743.7768240343344,24,12,14,28
80.0,4727.038626609442,24,12,14,28
90.0,5806.437768240344,24,12,14,28
100.0,6977.25321888412,24,12,14,28
150.0,14094.420600858368,24,12,14,28
200.0,23090.128755364807,24,12,14,28
250.0,33678.11158798283,24,12,14,28
300.0,45566.523605150214,24,12,14,28
350.0,58583.69098712446,24,12,14,28
400.0,72583.69098712446,24,12,14,28
450.0,87454.93562231759,24,12,14,28
500.0,103094.42060085836,24,12,14,28
2.5,26.00858369098712,27,13,14,28
3.0,31.39055793991416,27,13,14,28
3.5,37.11158798283262,27,13,14,28
4.0,43.193133047210296,27,13,14,28
4.5,49.6351931330472,27,13,14,28
5.0,56.437768240343345,27,13,14,28
5.5,63.60515021459227,27,13,14,28
6.0,71.15879828326179,27,13,14,28
6.5,79.05579399141631,27,13,14,28
7.0,87.33905579399142,27,13,14,28
8.0,104.93562231759655,27,13,14,28
9.0,123.99141630901288,27,13,14,28
10.0,144.50643776824035,27,13,14,28
11.0,166.39484978540773,27,13,14,28
12.0,189.69957081545064,27,13,14,28
15.0,267.8969957081545,27,13,14,28
20.0,424.93562231759654,27,13,14,28
25.0,614.2489270386266,27,13,14,28
30.0,834.5493562231759,27,13,14,28
35.0,1084.7210300429185,27,13,14,28
40.0,1363.9484978540772,27,13,14,28
45.0,1670.8154506437768,27,13,14,28
50.0,2005.1502145922746,27,13,14,28
55.0,2366.5236051502143,27,13,14,28
60.0,2751.931330472103,27,13,14,28
65.0,3163.519313304721,27,13,14,28
70.0,3599.5708154506437,27,13,14,28
80.0,4542.489270386266,27,13,14,28
90.0,5577.25321888412,27,13,14,28
100.0,6699.999999999999,27,13,14,28
150.0,13523.605150214591,27,13,14,28
200.0,22145.922746781114,27,13,14,28
250.0,32296.137339055793,27,13,14,28
300.0,43690.987124463514,27,13,14,28
350.0,56167.38197424892,27,13,14,28
400.0,69592.27467811159,27,13,14,28
450.0,85051.50214592274,27,13,14,28
500.0,98836.90987124463,27,13,14,28
2.5,24.8068669527897,28,14,14,28
3.0,29.802575107296136,28,14,14,28
3.5,35.09442060085836,28,14,14,28
4.0,40.69957081545064,28,14,14,28
4.5,46.62231759656652,28,14,14,28
5.0,52.86695278969957,28,14,14,28
5.5,59.433476394849784,28,14,14,28
6.0,66.32188841201716,28,14,14,28
6.5,73.53648068669527,28,14,14,28
7.0,81.07296137339056,28,14,14,28
8.0,97.1244635193133,28,14,14,28
9.0,114.4206008583691,28,14,14,28
10.0,133.00429184549355,28,14,14,28
11.0,152.83261802575106,28,14,14,28
12.0,173.90557939914163,28,14,14,28
15.0,244.46351931330472,28,14,14,28
20.0,385.87982832618025,28,14,14,28
25.0,555.9656652360514,28,14,14,28
30.0,753.6480686695278,28,14,14,28
35.0,977.9399141630902,28,14,14,28
40.0,1227.8969957081545,28,14,14,28
45.0,1503.0042918454935,28,14,14,28
50.0,1802.145922746781,28,14,14,28
55.0,2124.8927038626607,28,14,14,28
60.0,2471.673819742489,28,14,14,28
65.0,2839.055793991416,28,14,14,28
70.0,3229.1845493562228,28,14,14,28
80.0,4072.9613733905576,28,14,14,28
90.0,4998.283261802574,28,14,14,28
100.0,6002.575107296137,28,14,14,28
150.0,12107.296137339055,28,14,14,28
200.0,19815.45064377682,28,14,14,28
250.0,28892.703862660943,28,14,14,28
300.0,39081.54506437768,28,14,14,28
350.0,50236.05150214592,28,14,14,28
400.0,62240.34334763948,28,14,14,28
450.0,74987.12446351931,28,14,14,28
500.0,88390.55793991416,28,14,14,28
2.5,25.45064377682403,31,15,14,28
3.0,30.45064377682403,31,15,14,28
3.5,35.72532188841201,31,15,14,28
4.0,41.29613733905579,31,15,14,28
4.5,47.167381974248926,31,15,14,28
5.0,53.343347639484975,31,15,14,28
5.5,59.828326180257505,31,15,14,28
6.0,66.62231759656652,31,15,14,28
6.5,73.72103004291844,31,15,14,28
7.0,81.13304721030042,31,15,14,28
8.0,96.86695278969957,31,15,14,28
9.0,113.81974248927038,31,15,14,28
10.0,132.01716738197425,31,15,14,28
11.0,151.37339055793993,31,15,14,28
12.0,171.931330472103,31,15,14,28
15.0,240.64377682403432,31,15,14,28
20.0,378.0257510729613,31,15,14,28
25.0,542.9184549356223,31,15,14,28
30.0,734.3347639484978,31,15,14,28
35.0,951.2875536480686,31,15,14,28
40.0,1193.1330472103004,31,15,14,28
45.0,1458.7982832618025,31,15,14,28
50.0,1747.6394849785406,31,15,14,28
55.0,2059.6566523605147,31,15,14,28
60.0,2393.5622317596567,31,15,14,28
65.0,2750.2145922746777,31,15,14,28
70.0,3125.3218884120174,31,15,14,28
80.0,3939.4849785407723,31,15,14,28
90.0,4832.618025751072,31,15,14,28
100.0,5801.287553648069,31,15,14,28
150.0,11690.987124463518,31,15,14,28
200.0,19124.463519313304,31,15,14,28
250.0,27875.536480686693,31,15,14,28
300.0,37703.86266094421,31,15,14,28
350.0,48467.81115879828,31,15,14,28
400.0,60042.91845493562,31,15,14,28
450.0,72334.76394849786,31,15,14,28
500.0,85261.80257510729,31,15,14,28
2.5,24.506437768240342,32,16,14,28
3.0,29.206008583690984,32,16,14,28
3.5,34.15021459227468,32,16,14,28
4.0,39.35622317596566,32,16,14,28
4.5,44.82832618025751,32,16,14,28
5.0,50.57510729613734,32,16,14,28
5.5,56.59656652360515,32,16,14,28
6.0,62.8969957081545,32,16,14,28
6.5,69.47210300429185,32,16,14,28
7.0,76.32618025751071,32,16,14,28
8.0,90.85836909871244,32,16,14,28
9.0,106.48068669527896,32,16,14,28
10.0,123.21888412017167,32,16,14,28
11.0,141.03004291845494,32,16,14,28
12.0,159.91416309012874,32,16,14,28
15.0,222.8755364806867,32,16,14,28
20.0,348.4549356223176,32,16,14,28
25.0,498.92703862660943,32,16,14,28
30.0,673.3047210300429,32,16,14,28
35.0,870.8154506437768,32,16,14,28
40.0,1090.557939914163,32,16,14,28
45.0,1332.1888412017165,32,16,14,28
50.0,1594.8497854077252,32,16,14,28
55.0,1878.1115879828326,32,16,14,28
60.0,2181.545064377682,32,16,14,28
65.0,2504.291845493562,32,16,14,28
70.0,2846.3519313304723,32,16,14,28
80.0,3585.407725321888,32,16,14,28
90.0,4396.137339055794,32,16,14,28
100.0,5275.5364806866955,32,16,14,28
150.0,10618.02575107296,32,16,14,28
200.0,17579.3991416309,32,16,14,28
250.0,25304.721030042918,32,16,14,28
300.0,34223.175965665236,32,16,14,28
350.0,43987.124463519314,32,16,14,28
400.0,54489.27038626609,32,16,14,28
450.0,65643.77682403433,32,16,14,28
500.0,77369.09871244634,32,16,14,28
2.5,25.15021459227468,35,17,14,28
3.0,29.86266094420601,35,17,14,28
3.5,34.8068669527897,35,17,14,28
4.0,40.0,35,17,14,28
4.5,45.44635193133047,35,17,14,28
5.0,51.15021459227467,35,17,14,28
5.5,57.1244635193133,35,17,14,28
6.0,63.36051502145922,35,17,14,28
6.5,69.862660944206,35,17,14,28
7.0,76.63090128755364,35,17,14,28
8.0,90.94420600858369,35,17,14,28
9.0,106.3519313304721,35,17,14,28
10.0,122.78969957081544,35,17,14,28
11.0,140.30042918454933,35,17,14,28
12.0,158.79828326180257,35,17,14,28
15.0,220.47210300429182,35,17,14,28
20.0,343.0901287553648,35,17,14,28
25.0,489.6995708154506,35,17,14,28
30.0,659.4420600858369,35,17,14,28
35.0,851.459227467811,35,17,14,28
40.0,1065.2360515021458,35,17,14,28
45.0,1299.5708154506437,35,17,14,28
50.0,1554.9356223175964,35,17,14,28
55.0,1829.6137339055792,35,17,14,28
60.0,2124.034334763948,35,17,14,28
65.0,2436.909871244635,35,17,14,28
70.0,2768.6695278969955,35,17,14,28
80.0,3485.4077253218884,35,17,14,28
90.0,4271.244635193133,35,17,14,28
100.0,5123.605150214592,35,17,14,28
150.0,10300.429184549355,35,17,14,28
200.0,16841.201716738196,35,17,14,28
250.0,24532.188841201714,35,17,14,28
300.0,33171.673819742486,35,17,14,28
350.0,42630.90128755364,35,17,14,28
400.0,52806.8669527897,35,17,14,28
450.0,63613.73390557939,35,17,14,28
500.0,74974.24892703863,35,17,14,28
2.5,26.995708154506435,40,18,14,28
3.0,31.965665236051503,40,18,14,28
3.5,37.158798283261795,40,18,14,28
4.0,42.60515021459227,40,18,14,28
4.5,48.30042918454935,40,18,14,28
5.0,54.261802575107296,40,18,14,28
5.5,60.489270386266085,40,18,14,28
6.0,66.98712446351931,40,18,14,28
6.5,73.7510729613734,40,18,14,28
7.0,80.78111587982832,40,18,14,28
8.0,95.66523605150213,40,18,14,28
9.0,111.58798283261802,40,18,14,28
10.0,128.62660944206007,40,18,14,28
11.0,146.65236051502146,40,18,14,28
12.0,165.793991416309,40,18,14,28
15.0,229.31330472103002,40,18,14,28
20.0,355.36480686695273,40,18,14,28
25.0,505.7510729613734,40,18,14,28
30.0,679.5708154506437,40,18,14,28
35.0,876.0944206008583,40,18,14,28
40.0,1094.420600858369,40,18,14,28
45.0,1334.3347639484978,40,18,14,28
50.0,1594.8497854077252,40,18,14,28
55.0,1875.536480686695,40,18,14,28
60.0,2175.9656652360513,40,18,14,28
65.0,2495.7081545064375,40,18,14,28
70.0,2833.905579399141,40,18,14,28
80.0,3565.665236051502,40,18,14,28
90.0,4367.381974248927,40,18,14,28
100.0,5236.480686695279,40,18,14,28
150.0,10515.021459227468,40,18,14,28
200.0,17180.257510729614,40,18,14,28
250.0,25025.75107296137,40,18,14,28
300.0,33832.61802575107,40,18,14,28
350.0,43476.39484978541,40,18,14,28
400.0,53849.78540772532,40,18,14,28
450.0,64866.952789699564,40,18,14,28
500.0,76446.35193133047,40,18,14,28
2.5,24.978540772532188,39,19,14,28
3.0,29.46781115879828,39,19,14,28
3.5,34.15450643776824,39,19,14,28
4.0,39.047210300429185,39,19,14,28
4.5,44.16309012875536,39,19,14,28
5.0,49.50643776824034,39,19,14,28
5.5,55.08154506437768,39,19,14,28
6.0,60.884120171673814,39,19,14,28
6.5,66.92274678111588,39,19,14,28
7.0,73.1931330472103,39,19,14,28
8.0,86.43776824034335,39,19,14,28
9.0,100.60085836909872,39,19,14,28
10.0,115.70815450643777,39,19,14,28
11.0,131.7596566523605,39,19,14,28
12.0,148.6695278969957,39,19,14,28
15.0,204.89270386266094,39,19,14,28
20.0,316.09442060085837,39,19,14,28
25.0,448.54077253218884,39,19,14,28
30.0,601.4163090128754,39,19,14,28
35.0,774.0772532188842,39,19,14,28
40.0,966.0944206008583,39,19,14,28
45.0,1176.3948497854078,39,19,14,28
50.0,1404.7210300429185,39,19,14,28
55.0,1651.0729613733904,39,19,14,28
60.0,1914.1630901287554,39,19,14,28
65.0,2194.420600858369,39,19,14,28
70.0,2490.987124463519,39,19,14,28
80.0,3131.7596566523607,39,19,14,28
90.0,3833.905579399141,39,19,14,28
100.0,4595.278969957081,39,19,14,28
150.0,9218.884120171673,39,19,14,28
200.0,15051.502145922746,39,19,14,28
250.0,21914.163090128754,39,19,14,28
300.0,29622.31759656652,39,19,14,28
350.0,38060.08583690987,39,19,14,28
400.0,47137.339055793986,39,19,14,28
450.0,56776.824034334764,39,19,14,28
500.0,66914.16309012876,39,19,14,28
2.5,24.33476394849785,40,20,14,28
3.0,28.62231759656652,40,20,14,28
3.5,33.08583690987124,40,20,14,28
4.0,37.7381974248927,40,20,14,28
4.5,42.59656652360515,40,20,14,28
5.0,47.65665236051502,40,20,14,28
5.5,52.931330472103,40,20,14,28
6.0,58.41630901287554,40,20,14,28
6.5,64.11587982832617,40,20,14,28
7.0,70.03004291845494,40,20,14,28
8.0,82.48927038626609,40,20,14,28
9.0,95.83690987124463,40,20,14,28
10.0,110.04291845493562,40,20,14,28
11.0,125.06437768240343,40,20,14,28
12.0,140.9442060085837,40,20,14,28
15.0,193.51931330472104,40,20,14,28
20.0,297.38197424892707,40,20,14,28
25.0,420.7725321888412,40,20,14,28
30.0,563.0042918454935,40,20,14,28
35.0,723.4763948497854,40,20,14,28
40.0,901.7167381974248,40,20,14,28
45.0,1096.9957081545062,40,20,14,28
50.0,1309.0128755364806,40,20,14,28
55.0,1537.3390557939913,40,20,14,28
60.0,1781.5450643776824,40,20,14,28
65.0,2041.2017167381973,40,20,14,28
70.0,2316.3090128755366,40,20,14,28
80.0,2909.871244635193,40,20,14,28
90.0,3560.5150214592272,40,20,14,28
100.0,4265.665236051502,40,20,14,28
150.0,8545.064377682404,40,20,14,28
200.0,13948.497854077252,40,20,14,28
250.0,20300.429184549354,40,20,14,28
300.0,27433.476394849786,40,20,14,28
350.0,35248.92703862661,40,20,14,28
400.0,43648.06866952789,40,20,14,28
450.0,52570.81545064377,40,20,14,28
500.0,61952.789699570814,40,20,14,28
